"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q39","Q86","Q46","Q129_1","Q129_2","Q129_3","Q129_4","NP_H_1","NP_C_2","Q40","Q41","Q71","Q47","Q48","Q243_1","Q243_2","Q243_3","Q243_4","Q244","Q245","Q246","Q247","Q249","Q56","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","Q38","Q42","Q44","Q46.0","Q48.0","Q50","Q41.0","Q2","Q3","Q4","Q79","Q6","Q50.0","DO_BR_FL_6yTYxOmURd7ewO9","DO_BL_simulation","DO_BL_priming","DO_BL_Choices","LocationLatitude","LocationLongitude","LocationAccuracy","hot_cold","condition","A4rev","A6rev","A10rev","choices"
"R_3kzDNlVKVpJ1wTS","Default Response Set","Anonymous","","","52.119.107.179","0",2017-08-24 12:32:28,2017-08-24 12:35:19,1,"957821",1,1,1,0,0,30.495,0,NA,NA,1,NA,"it would be awesome but dangerous, you'd be roasted if you fall into it and will probably suffer some pains that nobody else know of before you die",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,9,1,4,4,5,6,9,9,1,5,1,7,5,5,4,5,5,1,1,23,75,1,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|9|2|10|4|3|6|7|1|8|5","40.424896240234","-86.916198730469","-1",2,1,6,4,5,5.6
"R_1It6wAWZ4gNhKSB","Default Response Set","Anonymous","","","108.122.133.96","0",2017-08-24 12:30:13,2017-08-24 12:36:17,1,"938157",1,1,1,7.198,7.198,30.537,1,NA,NA,1,NA,"I imagined being in distress, and burning. I imaged being engulfed by the lava and screaming for help to get out.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,9,1,1,9,1,9,1,1,9,9,1,9,9,1,5,9,9,1,2,34,69,1,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|7|5|6|4|10|8|9|2|1|3","42.285598754883","-83.485801696777","-1",2,1,1,1,1,1
"R_2ykLrpCwHjo5w9e","Default Response Set","Anonymous","","","71.205.148.112","0",2017-08-24 12:26:09,2017-08-24 12:36:18,1,"826583",1,1,1,0,0,30.852,0,NA,1,NA,NA,"I imagined being the person taking the picture. It felt surreal, very spiritual and peaceful. I would spend a lot of time just standing and staring at the scene, remembering past scenes and storms. I would feel very much a part of the world and all its suroundings. A unity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,2,6,7,9,3,2,8,4,3,3,1,6,3,6,4,4,9,1,1,50,70,1,1,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","Q56|2|9|6|4|5|8|7|1|3|10","39.7041015625","-104.93389892578","-1",1,1,1,8,7,5.4
"R_2Pp1EAfKMxLHRP8","Default Response Set","Anonymous","","","162.200.128.164","0",2017-08-24 12:34:08,2017-08-24 12:37:09,1,"949164",1,1,1,15.834,15.834,30.679,1,NA,NA,NA,1,"I imagined extreme quiet and peace. I imagined the solemn beauty.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,4,4,8,2,6,6,5,6,6,7,1,9,3,9,5,4,6,1,2,41,71,1,1,"simulation","Q86|Q46|Q129|Q41|Q71","","Q56|7|8|1|3|5|9|6|10|4|2","39.532699584961","-84.290100097656","-1",1,1,8,4,3,5.8
"R_2THQ1cLOLtRXP7B","Default Response Set","Anonymous","","","172.12.232.57","0",2017-08-24 12:13:07,2017-08-24 12:38:18,1,"828424",1,1,1,0,0,31.309,0,1,NA,NA,NA,"To do things that would work against others",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,6,8,6,8,8,4,6,4,5,4,1,7,5,6,6,5,6,1,1,28,60,1,1,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","Q56|2|9|1|10|5|3|6|4|7|8","38.701202392578","-90.366996765137","-1",2,1,2,6,6,4.8
"R_e39IWVTemsvUY4V","Default Response Set","Anonymous","","","47.36.161.35","0",2017-08-24 12:36:21,2017-08-24 12:39:32,1,"806996",1,1,1,7.797,9.383,30.522,2,NA,NA,1,NA,"It would be really hot. There would be noxious fumes and I would want to leave this environment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,9,9,1,1,3,9,9,5,6,1,5,4,3,6,4,9,1,1,45,68,1,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|6|8|2|10|1|4|9|7|5|3","42.185104370117","-121.61410522461","-1",2,1,9,7,4,7.6
"R_Xn6ZA4yfAQbWS6B","Default Response Set","Anonymous","","","71.238.72.79","0",2017-08-24 12:37:41,2017-08-24 12:40:00,1,"886629",1,1,1,27.736,27.736,30.43,1,NA,NA,1,NA,"It would be hot and scary. I would feel scared, apprehensive and worried. I'd feel very warm and uncomfortable.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,3,7,2,4,2,5,1,1,1,6,3,1,5,5,9,1,1,33,72,1,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|4|2|8|10|5|1|6|9|7|3","45.553405761719","-122.8191986084","-1",2,1,3,6,9,5.2
"R_3PbmdrR3BCIrvjQ","Default Response Set","Anonymous","","","24.35.143.203","0",2017-08-24 12:33:11,2017-08-24 12:41:32,1,"814348",1,1,1,3.391,12.556,30.606,2,NA,1,NA,NA,"While I'd be cold, it seemed like I would be very calm and at peace. Very little around me except nature and quietness, I would take in my surroundings and just relax, enjoying nature.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,4,6,3,8,8,7,7,3,7,5,1,6,6,5,5,6,7,1,1,27,80,1,1,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","Q56|1|5|3|2|6|7|4|10|8|9","34.867492675781","-92.400100708008","-1",1,1,2,3,5,3.2
"R_2PAqZSOVoBNsUMm","Default Response Set","Anonymous","","","174.25.51.64","0",2017-08-24 12:37:51,2017-08-24 12:43:02,1,"999438",1,1,1,2.361,2.361,31.122,1,NA,1,NA,NA,"I imagined being very cold and walking slow because it looked slippery and clearly having a long way to go before gettong someplace warm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,3,9,1,1,3,9,2,5,1,1,3,1,1,1,9,9,1,1,50,66,1,1,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","Q56|1|9|2|4|7|6|5|10|8|3","45.514404296875","-122.64329528809","-1",1,1,9,7,9,7.2
"R_31oTjQFj0W6z1Pj","Default Response Set","Anonymous","","","68.108.0.148","0",2017-08-24 12:37:16,2017-08-24 12:43:53,1,"992557",1,1,1,17.54,17.54,30.563,1,NA,1,NA,NA,"I imagined that it would be captivating and very relaxing to explore this wonderful winter wonderland and landscape. I could always feel the cold and frosty snowy air on my face and hear the crunchy footsteps on the snow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,9,1,9,1,9,9,1,1,1,9,1,5,9,9,9,1,2,37,79,1,1,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","Q56|8|5|2|10|3|6|1|9|7|4","36.234893798828","-115.29049682617","-1",1,1,9,9,9,9
"R_296BQ7NNQkPxInQ","Default Response Set","Anonymous","","","96.39.151.223","0",2017-08-24 12:42:03,2017-08-24 12:44:55,1,"878726",1,1,1,0,0,30.426,0,1,NA,NA,NA,"very dry and hot. it would be hard to survive for more than a day unless you were very prepared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,5,3,9,9,2,8,1,6,9,1,5,6,4,3,7,9,1,1,32,74,1,1,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","Q56|7|5|6|9|3|4|1|10|8|2","46.110702514648","-118.30770111084","-1",2,1,1,8,1,2.8
"R_RLkkBwJR6A96LYJ","Default Response Set","Anonymous","","","82.31.195.32","0",2017-08-24 12:45:41,2017-08-24 12:47:48,1,"869025",1,1,1,0,0,30.681,0,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,7,7,8,7,6,8,7,8,7,8,1,6,6,5,6,7,7,1,1,25,70,1,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|1|6|2|7|8|3|10|4|9|5","53.498001098633","-2.5178985595703","-1",2,1,3,2,2,4.6
"R_3qOwd9BZ1f3gsl4","Default Response Set","Anonymous","","","75.170.84.108","0",2017-08-24 12:44:07,2017-08-24 12:48:37,1,"874585",1,1,1,0,0,30.549,0,NA,NA,NA,1,"I'd probably be on a boat, dressed warmly, but it would be cold, very cold. I'd see my breath as I looked at this. But it would be awesome to see this.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,5,5,8,5,5,5,9,1,5,1,1,4,5,5,3,7,9,1,2,55,65,1,1,"simulation","Q86|Q46|Q129|Q41|Q71","","Q56|4|3|10|8|7|5|1|9|2|6","44.057998657227","-123.00630187988","-1",1,1,5,5,9,5.6
"R_XzEqWcDfDkQqmQN","Default Response Set","Anonymous","","","64.201.233.145","0",2017-08-24 12:45:38,2017-08-24 12:49:31,1,"795111",1,1,1,0,0,30.434,0,NA,NA,1,NA,"I imagined it would be very hot and practically a death experience. I would probably be terrified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,6,3,6,3,4,1,7,2,2,2,1,4,6,7,7,4,8,1,1,21,68,1,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|5|10|7|8|6|9|1|2|3|4","43.151794433594","-77.58519744873","-1",2,1,7,9,8,6.4
"R_2wnVDJ0kM13zkd6","Default Response Set","Anonymous","","","72.133.46.6","0",2017-08-24 12:47:39,2017-08-24 12:52:07,1,"805766",1,1,1,0,0,30.671,0,1,NA,NA,NA,"I felt pretty nostalgic, I am not really sure, if I had positive or negative feelings. The environment looked kid of sad. I can imagine myself sitting there in the evening and contemplate about something...",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,3,6,9,1,5,1,9,9,4,4,1,4,6,7,4,7,9,1,2,41,68,2,1,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","Q56|2|4|1|5|7|9|6|3|10|8","44.52409362793","-87.905601501465","-1",2,1,9,9,6,8.4
"R_10HsSYOE0lV3gIM","Default Response Set","Anonymous","","","104.62.58.2","0",2017-08-24 12:47:03,2017-08-24 12:52:14,1,"905288",1,1,1,3.529,3.529,37.093,1,NA,NA,NA,1,"I imagine it to be very cold. I would think it would be very beautiful but hard to enjoy with the amount of cold. I imagine seeing polar bears and other animals as well.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,8,5,8,7,7,6,8,8,2,8,1,6,7,9,5,9,7,1,1,26,80,1,1,"simulation","Q86|Q46|Q129|Q41|Q71","","Q56|9|6|2|1|3|7|5|8|10|4","30.364807128906","-88.542999267578","-1",1,1,3,4,2,5
"R_Z4Pcu3cy3q2FPhf","Default Response Set","Anonymous","","","209.237.85.234","0",2017-08-24 12:48:57,2017-08-24 12:52:15,1,"826332",1,1,1,0,0,30.475,0,NA,1,NA,NA,"It would be very cold. I would walk on the snow and it would crunch with each step. I would see my breath. My surroundings would be very beautiful. I would be happy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,3,9,4,1,9,7,9,3,5,4,1,6,7,3,4,6,9,1,1,30,78,1,1,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","Q56|1|5|8|4|6|3|2|9|7|10","44.784103393555","-123.33769989014","-1",1,1,9,3,6,5
"R_3mklfICkTdmoSwZ","Default Response Set","Anonymous","","","208.107.178.21","0",2017-08-24 12:17:57,2017-08-24 12:52:29,1,"790888",1,1,1,0,0,30.83,0,NA,1,NA,NA,"I think it would be peaceful and cold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,9,9,1,9,1,1,1,1,1,1,9,7,3,1,9,9,1,2,25,75,1,1,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","Q56|10|6|1|4|7|5|8|3|2|9","43.518997192383","-96.732200622559","-1",1,1,9,9,9,7.4
"R_3KIpIsVUmbi1up9","Default Response Set","Anonymous","","","73.9.138.157","0",2017-08-24 12:51:12,2017-08-24 12:53:55,1,"778758",1,1,1,0,0,31.173,0,NA,NA,NA,1,"It be very cold. Very super cold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,9,2,1,9,1,9,9,7,1,1,1,9,5,1,8,6,8,1,1,31,76,1,1,"simulation","Q86|Q46|Q129|Q41|Q71","","Q56|3|7|1|6|9|4|10|5|2|8","41.813003540039","-87.65599822998","-1",1,1,1,1,9,3.8
"R_1fiN0fGwgYeZxhN","Default Response Set","Anonymous","","","71.28.88.97","0",2017-08-24 12:53:54,2017-08-24 12:57:06,1,"916598",1,1,1,0,0,30.971,0,NA,NA,1,NA,"I would be scared out of my mind!  I would be thinking about the safest way to get out of there as soon as possible.  It would be unbearably hot and I would see my life flash before my eyes.  I would just want to get away so that I could be grateful to bealive.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,9,1,9,1,9,9,1,8,4,1,7,8,6,1,9,9,1,1,42,82,1,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|3|9|8|1|5|7|4|6|2|10","35.106292724609","-80.71199798584","-1",2,1,1,1,6,2
"R_2S97YZZqnVSs3tx","Default Response Set","Anonymous","","","73.204.106.226","0",2017-08-24 12:50:23,2017-08-24 12:58:09,1,"799633",1,1,1,2.232,7.009,32.088,2,NA,NA,1,NA,"it would be hot and scary.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,5,1,1,9,5,1,9,1,9,1,1,9,6,1,5,5,9,1,2,42,78,1,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|7|5|3|8|1|10|2|6|4|9","25.60319519043","-80.334701538086","-1",2,1,1,9,9,4.2
"R_3GkuOJfG3rBJi1H","Default Response Set","Anonymous","","","108.228.88.172","0",2017-08-24 12:55:59,2017-08-24 13:01:45,1,"918761",1,1,1,0,0,30.946,0,NA,1,NA,NA,"I imagine it was cold and wet being in that environment. I imagined that I was wearing layers on layers of clothes just to keep warm. I detected that it wasn't a fun time to be outside.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,8,1,1,9,1,9,8,2,2,1,9,1,1,6,6,8,1,2,25,70,1,1,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","Q56|9|10|1|3|7|5|6|4|2|8","33.635604858398","-84.260498046875","-1",1,1,9,9,8,7
"R_1PYOLQ8GirGqTq2","Default Response Set","Anonymous","","","172.221.9.169","0",2017-08-24 12:50:28,2017-08-24 13:03:02,1,"796451",1,1,1,0,0,30.439,0,1,NA,NA,NA,"I think it would really lonely and pretty uncomfortable. I would be really worried about dying of thirst as well.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,7,2,1,7,1,9,8,2,7,7,1,6,7,6,4,6,8,1,1,22,80,1,1,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","Q56|3|2|7|6|4|9|5|8|1|10","39.554397583008","-119.80540466309","-1",2,1,3,1,3,2
"R_2SCz3JQI74a8yUM","Default Response Set","Anonymous","","","104.179.72.164","0",2017-08-24 13:00:10,2017-08-24 13:04:49,1,"782767",1,1,1,0,0,34.811,0,NA,NA,1,NA,"It would be catastrophic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,8,8,3,1,2,7,9,8,7,8,1,7,7,6,4,8,1,1,1,33,70,1,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|1|6|2|10|7|9|8|3|5|4","33.982894897461","-84.324203491211","-1",2,1,9,3,2,5
"R_12tjHVbdGb75yGY","Default Response Set","Anonymous","","","67.0.0.186","0",2017-08-24 13:04:35,2017-08-24 13:07:59,1,"965179",1,1,1,0,0,30.485,0,1,NA,NA,NA,"I imagined it would feel like home because that is what my state looks like.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,6,5,9,2,5,2,8,6,5,2,1,6,5,8,4,6,9,1,2,41,75,1,1,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","Q56|1|4|5|10|8|7|9|6|3|2","35.109100341797","-106.58070373535","-1",2,1,8,8,8,7.8
"R_1DN0X1rE4jxxJCe","Default Response Set","Anonymous","","","74.222.116.233","0",2017-08-24 13:01:39,2017-08-24 13:08:15,1,"875137",1,1,1,0,0,30.496,0,NA,NA,NA,1,"Cold and beautify",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,9,5,9,9,1,9,1,5,9,1,5,9,3,9,1,9,1,2,24,98,1,1,"simulation","Q86|Q46|Q129|Q41|Q71","","Q56|3|4|9|7|5|1|10|6|8|2","33.960098266602","-80.301300048828","-1",1,1,1,9,1,3.4
"R_2qrAmOqVs0jLqeK","Default Response Set","Anonymous","","","67.170.189.42","0",2017-08-24 12:58:08,2017-08-24 13:10:17,1,"934856",1,1,1,0,0,30.655,0,1,NA,NA,NA,"It would be frightening to be in such an environment- like a bad dream. I would feel alone and lost- deserted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,9,5,9,9,9,1,9,9,1,1,1,9,5,4,3,9,9,1,2,22,70,1,1,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","Q56|7|3|8|10|1|4|5|9|2|6","45.630004882812","-122.51989746094","-1",2,1,1,9,9,7.4
"R_Uun4brMIbIMxZxD","Default Response Set","Anonymous","","","75.74.149.163","0",2017-08-24 13:13:36,2017-08-24 13:16:30,1,"812905",1,1,1,2.362,8.38,30.718,2,NA,1,NA,NA,"I would be very cold. I would probably be shivering to myself. I would also think that the environment is actually kind of pretty.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,2,9,5,3,2,8,9,6,2,1,1,5,6,6,3,7,9,1,2,53,75,1,1,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","Q56|1|7|10|3|6|4|2|8|9|5","26.058395385742","-80.325202941895","-1",1,1,7,2,9,5.8
"R_29biXYHL7nwyWmq","Default Response Set","Anonymous","","","107.185.218.19","0",2017-08-24 13:19:51,2017-08-24 13:22:45,1,"804543",1,1,1,0,0,30.479,0,1,NA,NA,NA,"This would be a hot, dry and harsh environment. It would be uncomfortable to be in for a long amount of time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,3,3,3,9,1,3,9,2,9,1,1,5,5,4,2,9,9,1,1,49,73,1,1,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","Q56|1|10|2|4|7|3|9|5|6|8","34.213302612305","-118.88000488281","-1",2,1,1,7,9,4.4
"R_3nUjUvnAKZpebzg","Default Response Set","Anonymous","","","68.32.128.21","0",2017-08-24 13:19:20,2017-08-24 13:23:22,1,"840499",1,1,1,0,0,30.54,0,NA,NA,NA,1,"I would be on a boat. It would be very cold, so I would be bundled up to stay warm. I would be looking for animal life.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,9,1,1,1,9,1,9,9,1,1,1,5,6,9,6,4,9,1,2,41,70,1,1,"simulation","Q86|Q46|Q129|Q41|Q71","","Q56|2|5|1|7|8|3|10|4|9|6","43.011596679688","-83.65779876709","-1",1,1,9,9,9,7.4
"R_viQZHoXmMMw7tFD","Default Response Set","Anonymous","","","177.237.20.213","0",2017-08-24 13:21:09,2017-08-24 13:26:04,1,"795457",1,1,1,0,0,30.449,0,NA,NA,1,NA,"I would be both terrified but awed at the sight in front of me. I'd probably be asking myself why am I there, but I'd probably have that mental vision for the rest of my life.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,9,5,9,9,5,9,1,9,1,1,4,1,9,4,7,9,1,1,30,77,2,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|10|6|5|8|9|4|1|7|2|3","28.216705322266","-105.31670379639","-1",2,1,1,5,9,4.2
"R_33kdcFvK0Y22lDL","Default Response Set","Anonymous","","","98.103.138.10","0",2017-08-24 13:23:49,2017-08-24 13:27:21,1,"800560",1,1,1,0,0,30.463,0,1,NA,NA,NA,"It would be very dusty. Wind gusts would blow sand and dust into my eyes and clothes. It would be hot and uncomfortable. The environment would be unforgiving.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,4,5,3,5,3,6,7,4,9,4,1,6,7,5,8,3,9,1,1,31,74,1,1,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","Q56|1|8|3|6|4|5|9|2|10|7","39.965301513672","-83.023498535156","-1",2,1,5,4,6,4.4
"R_UbR1Hg2hs1rYqfn","Default Response Set","Anonymous","","","70.121.186.77","0",2017-08-24 13:22:32,2017-08-24 13:27:46,1,"796206",1,1,1,0,0,30.492,0,NA,1,NA,NA,"It is freezing cold.  Way to cold for my personal comfort.  I am wearing my ugg boots with extra warm socks.  I am bundled up from head to toe.  I have on a very warm hat that also covers my ears.  I am in my truck and am debating on taking a short walk aross the bridge.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,9,3,9,1,9,3,9,9,7,1,1,6,8,3,4,8,9,1,2,49,79,1,1,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","Q56|7|10|5|9|4|8|6|3|1|2","29.583404541016","-98.399398803711","-1",1,1,9,7,9,8.6
"R_3JC7qul4wIMDFik","Default Response Set","Anonymous","","","98.214.237.154","0",2017-08-24 13:36:30,2017-08-24 13:42:47,1,"907048",1,1,1,0,0,30.549,0,NA,NA,1,NA,"I imagined it would be very hot and I would be scared.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,5,3,1,6,1,9,8,1,5,6,1,6,8,2,6,5,8,1,1,42,70,1,1,"simulation","Q86|Q46|Q129|Q40|Q71","","Q56|3|1|6|7|9|10|2|8|5|4","39.915496826172","-88.891799926758","-1",2,1,4,1,4,2.2
"R_3gYnbpQAbAUHerD","Default Response Set","Anonymous","","","74.208.11.240","0",2017-08-24 13:51:41,2017-08-24 13:55:43,1,"806828",1,1,1,0,0,33.639,0,NA,1,NA,NA,"Terrible and cold, I hate snow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,9,1,1,5,9,9,1,1,9,1,1,5,9,9,6,6,9,1,1,46,79,1,1,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","Q56|2|8|9|1|7|5|10|4|3|6","40.054794311523","-75.408302307129","-1",1,1,5,1,9,3.4
"R_sAbg7VMAWT2awi5","Default Response Set","Anonymous","","","66.214.230.171","0",2017-08-24 14:23:28,2017-08-24 14:31:34,1,"840680",1,1,1,0,0,30.819,0,1,NA,NA,NA,"I imagined aliens coming out from the sky and attacking innocent villagers on land.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,4,3,7,7,3,3,3,6,2,5,1,3,5,7,3,3,6,1,1,30,85,1,1,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","Q56|5|10|6|9|7|3|1|8|2|4","33.78239440918","-118.14440155029","-1",2,1,3,7,5,5.6
"R_3Gen9LNhukFaKqs","Default Response Set","Anonymous","","","24.60.104.145","0",2017-08-24 12:15:46,2017-08-24 16:54:14,1,"928703",1,1,1,0,0,30.554,0,1,NA,NA,NA,"It would be sunny, hot , uncomfortable , You would be thirsty, sweating and confused",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,8,9,8,3,2,6,7,1,1,5,1,5,3,3,7,3,8,1,2,42,73,1,1,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","Q56|1|3|4|5|10|6|7|2|9|8","41.551406860352","-73.065200805664","-1",2,1,7,4,5,5
"R_bxUybyY9YsM4FQR","Default Response Set","Anonymous","","","99.75.154.66","0",2017-08-24 12:12:56,2017-08-24 12:13:31,0,"988255",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_1QMxikdBvNEXL7K","Default Response Set","Anonymous","","","199.227.131.146","0",2017-08-24 12:15:34,2017-08-24 12:27:23,0,"778837",1,1,1,0,0,30.955,0,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","","","","-1",1,1,NA,NA,NA,NA
"R_W2mbnVxjleqjdNT","Default Response Set","Anonymous","","","173.23.242.32","0",2017-08-24 12:52:15,2017-08-24 12:52:37,0,"811916",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_1jZWqTFXhBbhMug","Default Response Set","Anonymous","","","108.39.140.38","0",2017-08-24 12:35:28,2017-08-24 12:35:36,0,"957438",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_1q7K6TS0ZQzlTNM","Default Response Set","Anonymous","","","73.2.54.96","0",2017-08-24 13:01:48,2017-08-24 13:27:12,0,"888877",1,1,1,2.099,30.126,30.422,23,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|Q40|Q71","","","","","-1",2,1,NA,NA,NA,NA
"R_22R2ZSoHzES3IdL","Default Response Set","Anonymous","","","76.182.17.151","0",2017-08-24 12:40:19,2017-08-24 12:45:47,0,"800900",1,1,1,0,0,30.485,0,NA,NA,NA,1,"It would be very cold. I feel like it would be windy. Its very beautiful and very calming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,9,1,1,1,2,1,9,1,1,1,1,7,8,1,6,4,7,1,2,46,74,1,NA,"simulation","Q86|Q46|Q129|Q41|Q71","","Q56|7|9|10|4|3|2|6|1|5|8","","","-1",1,1,9,9,9,5.8
"R_24GgTaNqkEsAOv6","Default Response Set","Anonymous","","","24.165.197.70","0",2017-08-24 12:41:33,2017-08-24 12:42:35,0,"874414",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|NP_H_1|Q71","","","","","-1",NA,1,NA,NA,NA,NA
"R_1ifbq4xshNO0oH7","Default Response Set","Anonymous","","","73.61.22.90","0",2017-08-24 12:54:57,2017-08-24 12:55:12,0,"928212",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simulation","Q86|Q46|Q129|NP_C_2|Q71","","","","","-1",NA,1,NA,NA,NA,NA
