"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Q37","Q39","Q22","Q27","Q24_1","Q24_2","Q24_3","Q24_4","h_n","F_n","Q35","Q27.0","Q28","Q29","Q30","Q31","Q32","Q73","Q51","tired","hungry","thirsty","Q2","Q3","Q4","Q6","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q28_1","Q29_1","Q35.0","Q38","DO_BL_simulation","DO_BL_food_size","LocationLatitude","LocationLongitude","LocationAccuracy","condition","choice_size"
"R_29rY9GM0J3UHTBL","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-16 13:52:59,2016-11-16 14:20:58,1,"91",1,1,1,9.096,9.096,62.791,1,"","Heavy, tired. Like I don't really want to move very much, or think very much. Like I'm slowed down. Maybe slightly nauseous. Or imagining that I might be. Like if I moved to violently or compressed my stomach too much I might throw up.",1,1,2,1,2,1,1,1,4,6,3,7,1,2,34,1,NA,NA,NA,1,NA,NA,3,3,1,1,"Q22|Q27|Q24|F_n","Q35|Q31|Q28|Q32|Q30|Q27|Q29","41.920593261719","-87.701698303223","-1",2,1.33333333333333
"R_1LvxSDN15f8I3ZT","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-16 14:21:29,2016-11-16 14:24:53,1,"92",1,1,1,1.761,1.761,70.318,1,"Stomach cramping, I would be impatient and distracted.  I would be feel low in energy.","",1,1,2,2,2,1,3,1,7,6,5,6,1,1,34,1,NA,NA,NA,1,NA,NA,3,3,1,1,"Q22|Q27|Q24|h_n","Q35|Q31|Q28|Q29|Q30|Q27|Q32","41.920593261719","-87.701698303223","-1",1,1.66666666666667
"R_3e35RCCuc3ZZzNM","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-16 14:26:38,2016-11-18 12:27:12,1,"93",1,1,1,8.246,8.246,108.244,1,"","My stomach would be heavy. I would be tired and not willing to do physical activity.I would be thinking of how full I am and wishing I did not eat as much.
I might be thinking of other choices that I could have made rather than eating so much. I would sitin a chair or I might move around slowly.
",1,2,2,3,3,4,3,1,7,3,1,2,1,2,55,1,NA,NA,NA,1,NA,NA,1,1,1,1,"Q22|Q27|Q24|F_n","Q35|Q31|Q32|Q28|Q30|Q29|Q27","41.920593261719","-87.701698303223","-1",2,2.33333333333333
"R_3EMaIO4MmOPoohB","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 12:27:30,2016-11-18 12:33:40,1,"94",1,1,1,12.006,187.686,196.244,7,"If I was really hungry, my stomach would feel so empty and I would be distracted by that sensation.  I might try to fill it up with water.  Or I would think about what could fix it.  If I started to talk to someone else about anything, I would probably beable to ignore the empty feeling.  I tell myself that the empty feeling should go away in 10 minutes.","",1,3,1,4,3,4,4,1,7,3,2,6,1,2,55,1,NA,NA,NA,1,NA,NA,1,1,1,1,"Q22|Q27|Q24|h_n","Q35|Q27|Q31|Q32|Q28|Q30|Q29","41.920593261719","-87.701698303223","-1",1,2.66666666666667
"R_3hm9YHA3LwjcqSX","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 12:34:06,2016-11-18 12:46:00,1,"95",1,1,1,16.828,243.811,252.398,6,"My stomach is growling, good thing we are in a crowded space and no one can hear it,  I am starting to the about having pizza for lunch.  It doesn't agree with me now that I'm older, so I better prepare to have an upset stomach in about 8-12 hours.  I thik I'll have cheese, maybe mushrooms and broccoli.  I am about to pull out my phone and search pizza places in the area.  I hope its good.  It will smell delicious, I may have to have a drink of water to tide  me over.","",1,2,2,2,1,1,1,1,5,4,8,7,1,2,37,1,NA,NA,NA,1,NA,NA,4,4,1,1,"Q22|Q27|Q24|h_n","Q35|Q29|Q27|Q32|Q28|Q30|Q31","41.920593261719","-87.701698303223","-1",1,2
"R_2AT0DmRRgiVyQQH","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 12:47:06,2016-11-18 13:06:02,1,"96",1,1,1,4.072,4.072,191.46,1,"","After eating a lot of food my stomach cant take anymore. I feel very sluggish and dont want to move. I wish I didnt eat all that food because now my stomach hurts so bad. Im so tired and really just want to take a nap. The food tasted so good when I was eting it but now I cant even think about eating anything more. My stomach hurts so bad and I want to lay down in my bed.",1,1,1,1,2,2,2,1,7,9,1,2,1,2,18,1,NA,NA,NA,1,NA,NA,1,1,1,1,"Q22|Q27|Q24|F_n","Q35|Q28|Q30|Q29|Q27|Q31|Q32","41.920593261719","-87.701698303223","-1",2,1
"R_2znWCM5fSaHXmX9","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 13:06:20,2016-11-18 13:24:30,1,"97",1,1,1,46.864,171.352,219.531,10,"","I am so full .  My stomach feels so uncomfortable.   I wonder why I ate so much.  I just feel like I wnt to go lay down and do nothing.",1,1,1,1,1,1,4,1,6,2,7,2,1,2,64,1,NA,NA,NA,1,NA,NA,4,4,1,1,"Q22|Q27|Q24|F_n","Q35|Q29|Q31|Q32|Q28|Q30|Q27","41.920593261719","-87.701698303223","-1",2,1
"R_2YteYX3IvalNs3r","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 13:24:57,2016-11-18 13:33:56,1,"98",1,1,1,18.097,173.222,197.812,10,"I would do about any thing for a meal.  Thinking about  all the hungry and homeless in the world.    Thinking about the people you see on the street begging for a handout for food..  Would feel very lonely and isolaed fro the world.","",1,4,4,4,4,3,4,1,5,5,2,5,1,1,74,1,NA,NA,NA,1,NA,NA,4,4,1,1,"Q22|Q27|Q24|h_n","Q35|Q30|Q27|Q32|Q28|Q31|Q29","41.920593261719","-87.701698303223","-1",1,4
"R_22nLRciKNtEhNrQ","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 13:34:34,2016-11-18 13:43:00,1,"99",1,1,1,7.767,7.767,72.598,1,"","If I am full, I am tired and I feel like I want to take a nap.  I am uncomfortable because my clothes are tight and I fight to keep my eyes awake.",1,1,2,2,3,3,3,1,4,6,4,5,1,2,32,1,NA,NA,NA,1,NA,NA,1,1,1,1,"Q22|Q27|Q24|F_n","Q35|Q27|Q29|Q31|Q30|Q28|Q32","41.920593261719","-87.701698303223","-1",2,1.66666666666667
"R_pz4LB692Sg0PTeF","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 13:43:14,2016-11-18 13:54:42,1,"100",1,1,1,9.918,9.918,93.138,1,"i am grumpy.  my stomach is sore, a little a first.  Am I just waiting, or is there a problem getting food at all.  dammit, where is my dinner","",1,1,3,2,3,2,2,1,7,5,2,4,1,1,56,1,NA,NA,NA,1,NA,NA,1,1,1,1,"Q22|Q27|Q24|h_n","Q35|Q31|Q32|Q27|Q29|Q30|Q28","41.920593261719","-87.701698303223","-1",1,2
"R_2X4CVmksl7rw3p8","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 13:54:54,2016-11-18 14:01:30,1,"101",1,1,1,13.912,57.339,152.825,6,"I would be thinking of different foods.   I would feel growling and mild pains in my stomach.  i would also feel grumpy and unfocused.  Unable to focus on what i needed do.  Distracted by the hunger.  So alternating between trying to work and thinking of food and drink.","",1,3,2,2,3,3,3,1,5,7,1,3,1,2,55,1,NA,NA,NA,1,NA,NA,0,0,1,1,"Q22|Q27|Q24|h_n","Q35|Q32|Q31|Q30|Q29|Q28|Q27","41.920593261719","-87.701698303223","-1",1,2.33333333333333
"R_24wyiClzZ4pwlOj","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 14:01:33,2016-11-18 14:14:08,1,"102",1,1,1,9.623,9.623,70.307,1,"","Uncomfortable, stuffed, wanting water, drowzy, possibly irritable, regret",1,1,2,3,2,1,4,1,6,6,4,7,1,1,60,1,NA,NA,NA,1,NA,NA,2,2,1,1,"Q22|Q27|Q24|F_n","Q35|Q31|Q29|Q32|Q30|Q28|Q27","41.920593261719","-87.701698303223","-1",2,2
"R_7OqZYEZg4Gj1Ebv","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 14:14:19,2016-11-18 14:23:25,1,"103",1,1,1,13.002,13.002,65.843,1,"","my belly would expand and my eyes would be hard to keep open.",1,3,3,3,4,4,3,1,6,7,5,7,1,2,21,1,1,NA,NA,NA,NA,NA,0,3,1,1,"Q22|Q27|Q24|F_n","Q35|Q31|Q32|Q29|Q28|Q27|Q30","41.920593261719","-87.701698303223","-1",2,3
"R_1ONtwQM23ZiWG1e","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 14:23:27,2016-11-18 14:29:59,1,"104",1,1,1,13.568,13.568,65.528,1,"search for chipotle . v hungry. start searching for nearest chipotle","",1,4,1,3,4,4,1,1,5,5,3,9,1,2,33,1,NA,1,NA,NA,NA,NA,1,1,1,1,"Q22|Q27|Q24|h_n","Q35|Q29|Q28|Q27|Q30|Q32|Q31","41.920593261719","-87.701698303223","-1",1,2.66666666666667
"R_12KpfxkxbQ8k0Ho","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 14:30:18,2016-11-18 14:40:39,1,"105",1,1,1,1.306,1.306,105.65,1,"I would be thinking about where I will get food from and what kind of food would be most satisfying.  My stomach would be aching and I would feel weak.  I would act cranky and short of patience.  I would be upset at myself for not having a snack close at and.","",1,4,3,3,2,2,2,1,7,7,9,5,1,2,36,1,NA,NA,NA,1,NA,NA,4,16,1,1,"Q22|Q27|Q24|h_n","Q35|Q28|Q29|Q32|Q27|Q31|Q30","41.920593261719","-87.701698303223","-1",1,3.33333333333333
"R_3HBMIy6OkCEzSGY","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 14:41:08,2016-11-18 14:51:01,1,"106",1,1,1,9.335,9.335,80.943,1,"","I would be sleepy and perhaps lethargic.  I would be thinking why did I have that extra helping of mashed potatoes.  I would be thinking of the calories consumed and how many steps that I would have to do on my fitbit.",1,4,3,3,2,4,4,1,7,3,6,6,1,2,50,1,NA,NA,NA,1,NA,NA,6,18,1,1,"Q22|Q27|Q24|F_n","Q35|Q29|Q30|Q32|Q28|Q31|Q27","41.920593261719","-87.701698303223","-1",2,3.33333333333333
"R_1eF7cY4Bv7KvT2L","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-18 14:51:54,2016-11-19 11:37:57,1,"107",1,1,1,14.587,195.8,251.126,6,"I am soooo hungry that anything sounds good - even foods I normally wouldn't like.  If I imagine them, they make my mouth water and my stomach growl.  I am distracted by being hungry and its hard to concentrate on anything else.  I am even thirsty, but relly want something more substantial in my stomach.  I can picture my favorite foods, steam coming off of the hot stuff, moisture beading on the cold things.  I can even hear the tinkling of ice in the glass of water as I pick up the glass to bring it to m mouth to drink... MMMMM  I really could eat anything - at this point it doesn't matter what it is.  If I could just have something sweet, I am running out of things to say about how hungry I am.  I will try to guess what we will have for lunch - I would ove a big salad but bet my niece will have chicken strips.","",1,1,1,1,1,1,1,1,5,5,3,7,1,2,50,1,NA,NA,NA,1,1,NA,2,3,1,1,"Q22|Q27|Q24|h_n","Q35|Q27|Q30|Q29|Q32|Q31|Q28","41.920593261719","-87.701698303223","-1",1,1
"R_3qwJGd19VxVoPbr","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-19 11:38:57,2016-11-19 11:46:54,1,"108",1,1,1,6.521,9.068,141.706,5,"","It's not hard o imagine being full right now because we just ate a huge breakfast  I feel like I need a long nap and that it's hard to move or think the way I normally do.  I can't imagine eating again but I know that I will because I always eat three tims a day.  Eating too much always makes me feel uncomfortable but it doesn't stop me from doing it again when I have the opportunity.",1,1,1,2,1,4,3,1,5,5,1,6,1,2,67,1,NA,NA,NA,1,NA,NA,1,1,1,1,"Q22|Q27|Q24|F_n","Q35|Q29|Q31|Q28|Q32|Q30|Q27","41.920593261719","-87.701698303223","-1",2,1.33333333333333
"R_2VeDJGdYTKlmHkv","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-19 11:48:22,2016-11-19 12:02:33,1,"109",1,1,1,13.979,221.868,232.768,10,"tired sleepy hungry hopeful sick wanting peace warmth happiness supper lunch past thanksgiving dinners with family , late night snacks sadness coping fearful up set stomick","",1,4,2,2,3,3,4,1,6,7,5,6,1,1,50,1,NA,NA,NA,1,NA,NA,0,0,1,1,"Q22|Q27|Q24|h_n","Q35|Q27|Q29|Q28|Q30|Q31|Q32","41.920593261719","-87.701698303223","-1",1,2.66666666666667
"R_3LcNDD4RZIdi3En","Default Response Set","Anonymous","","","209.92.160.104","0",2016-11-19 12:03:55,2016-11-19 12:11:48,1,"110",1,1,1,8.225,8.225,105.776,1,"","I would feel relaxed, possibly in some discomfort but not feeling very active. Somewhat lazy, tired. I wouldn't want to do very much activity, especially physical. I would maybe feel regret, but also satisfaction.",1,3,3,2,2,2,2,1,5,6,6,5,1,1,23,1,NA,NA,NA,1,NA,NA,4,4,1,1,"Q22|Q27|Q24|F_n","Q35|Q31|Q28|Q32|Q30|Q29|Q27","41.920593261719","-87.701698303223","-1",2,2.66666666666667
