"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q37","Q43","Q44","Q45","Q70","Q22","Q24_1","Q24_2","Q24_3","Q24_4","hungry","Q40","Q41_1","Q41_2","Q41_3","Q41_4","full","Q25","Q27","Q29","Q33","Q37.0","Q40.0","Q2","Q3","Q4","Q6","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q36","DO_BR_FL_47","DO_BL_nameperson","DO_BL_feelings","LocationLatitude","LocationLongitude","LocationAccuracy","condition","similarity"
"R_3kiSmquvFAC3r8x","Default Response Set","Anonymous","","","68.0.199.33","0",2017-05-08 12:38:49,2017-05-08 12:50:44,1,"87445542",1,1,NA,1,"Dyllan",NA,NA,NA,NA,NA,"",1,4.812,88.283,96.188,4,"Being very full, I would be thinking about how much I just enjoyed my meal. I would feel satisfied and a little sluggish from being so full. I would sit down and watch some television to rest while my food digests.",1,7,5,4,7,2,1,1,26,1,NA,NA,1,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q37|Q29|Q33|Q27","41.775894165039","-72.521499633789","-1",1,2
"R_3310xGt5fLb3xQH","Default Response Set","Anonymous","","","99.29.6.106","0",2017-05-08 12:48:36,2017-05-08 12:50:45,1,"82034116",1,1,NA,1,"beetlejuice",NA,NA,NA,NA,NA,"",1,1.248,1.248,78.001,1,"i'll take a picture of my shit afterwords, good enough?",1,5,9,3,5,1,1,1,33,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q37|Q29|Q33|Q27","42.240493774414","-85.484199523926","-1",1,2
"R_31Bk4duuUHYOr76","Default Response Set","Anonymous","","","73.164.191.32","0",2017-05-08 12:48:33,2017-05-08 12:50:49,1,"85426420",1,1,NA,1,"Kate",NA,NA,NA,NA,NA,"",1,4.43,64.922,73.277,3,"I want to unbuckle my pants, and lay down the bed. I would feel ready to burst, but stretching out will help. I have another set of shorts I'd want to change into. Maybe I'll feel better then.",1,4,1,6,8,2,1,1,30,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q27|Q37|Q33|Q29","45.610305786133","-122.74549865723","-1",1,2
"R_2aVxLE5yPeLk3WF","Default Response Set","Anonymous","","","47.36.229.204","0",2017-05-08 12:49:09,2017-05-08 12:50:55,1,"83976261",1,1,NA,1,"Bob",1,7.459,24.349,62.927,2,"A slyly curmudgeonly bubble bath inexorably confesses a cleavage. A placid somnambulist, an espadrille defined by some cream puff, and a comely toothache are what got Jacques into trouble. A coward cooks cheese grits for the ungodly ribbon.
",NA,NA,NA,NA,NA,"",1,3,6,7,3,2,1,2,22,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q33|Q27|Q29|Q37","34.606506347656","-87.007797241211","-1",2,2
"R_2E0oSYGegtjy93Y","Default Response Set","Anonymous","","","23.227.183.196","0",2017-05-08 12:49:37,2017-05-08 12:51:18,1,"82163534",1,1,1,NA,"michael",1,0.782,0.782,61.62,1,"i feel like i cant concetrate on anything",NA,NA,NA,NA,NA,"",1,7,8,4,6,7,1,1,27,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q37|Q27|Q33|Q29","30.310592651367","-97.722702026367","-1",2,1
"R_u82NfsN6ZJ7PAu5","Default Response Set","Anonymous","","","73.44.224.157","0",2017-05-08 12:46:34,2017-05-08 12:51:21,1,"80166169",1,1,1,NA,"Bruce",NA,NA,NA,NA,NA,"",1,1.105,1.105,131.782,1,"I am regretting eating that last batch of pancakes!  But they were so good at the time, and it had been a while since I'd had any. I  had almost forgotten what a perfect simple and inexpensive food they are. Cowboys love em ...about the only similarlity Ihave to a cowboy. They go down so easy, you kind of lose track of just how many you've eaten till it's too late!",1,7,3,3,3,6,1,1,63,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q33|Q37|Q27|Q29","41.76530456543","-88.376998901367","-1",1,1
"R_1n2zMCa3o1cJQdB","Default Response Set","Anonymous","","","135.26.190.236","0",2017-05-08 12:50:16,2017-05-08 12:52:08,1,"84701121",1,1,1,NA,"sal",NA,NA,NA,NA,NA,"",1,17.865,17.865,65.487,1,"It is a content feeling.  It is very relaxing.  It makes me feel sleepy.  It makes me feel happy and pleased.",1,5,2,4,6,8,1,1,35,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q29|Q33|Q27|Q37","39.536697387695","-89.020500183105","-1",1,1
"R_2Sk4e5QvQJ8Y8BB","Default Response Set","Anonymous","","","216.15.59.152","0",2017-05-08 12:50:09,2017-05-08 12:52:15,1,"80006240",1,1,1,NA,"Justin",NA,NA,NA,NA,NA,"",1,1.162,10.766,63.144,2,"Being full would make me feel guilty, lazy, stagnant, and tired. While I would be content and not need anymore food, I would feel guilty because I would feel like I am fat after eating.",1,1,1,9,1,9,1,1,24,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q33|Q29|Q27|Q37","38.934494018555","-77.059600830078","-1",1,1
"R_2zUap9kTEbGBIji","Default Response Set","Anonymous","","","72.204.6.218","0",2017-05-08 12:49:46,2017-05-08 12:52:18,1,"87029383",1,1,NA,1,"Eric",NA,NA,NA,NA,NA,"",1,0.825,7.446,69.449,2,"I would not be thinking about food that is for sure, if I was completely full. My body would feel satisfied and I would probably want to let the food settle some and then go for a run to burn some of the calories off.",1,5,8,4,6,4,1,1,42,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q37|Q27|Q33|Q29","36.118896484375","-93.984001159668","-1",1,2
"R_31utIj6g6gbBBlO","Default Response Set","Anonymous","","","216.81.94.71","0",2017-05-08 12:49:45,2017-05-08 12:53:46,1,"80384445",1,1,NA,1,"Matt",NA,NA,NA,NA,NA,"",1,1.258,1.258,65.248,1,"If I was very full, I'd be thinking about regrets of why I ate all that much just to be this uncomfortable. My belly would be disdended and I would have issues breathing. I wouldn't be able to bend over and I'd just be sitting on a chair or lying down waiing for the food to digest. I'd also feel like a glutton and asking why I had to over do it once again and tell myself that I'd never do it again.",1,5,2,3,8,2,1,1,36,1,NA,1,NA,NA,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q33|Q29|Q37|Q27","38.658203125","-77.249702453613","-1",1,2
"R_3Mgo2yvPSiPtp1O","Default Response Set","Anonymous","","","73.54.134.219","0",2017-05-08 12:52:15,2017-05-08 12:54:52,1,"83118539",1,1,1,NA,"Christina",NA,NA,NA,NA,NA,"",1,1.346,1.346,70.115,1,"I would feel very full if I ate too much. I would feel like it would be hard to move and that my stomach would constantly be churning. All I'd feel like doing is laying down and hoping the pain would go away, and feeling shame that I'd eaten so much in on sitting. I would probably not want to eat that much for a long, long time and I'd worry about how much weight I'd put on by feeling this full.",1,5,7,7,8,7,1,2,30,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q33|Q27|Q37|Q29","33.847702026367","-84.281402587891","-1",1,1
"R_3EAT5d9wf0P59HH","Default Response Set","Anonymous","","","75.74.149.163","0",2017-05-08 12:52:57,2017-05-08 12:54:55,1,"87562283",1,1,NA,1,"David",1,1.212,1.212,61.562,1,"I would feel like I had no energy. I would feel very sluggish and tired. I would not be able to think about anything aside from food. I would not be able to do much. I would be a bit miserable and unhappy.",NA,NA,NA,NA,NA,"",1,5,5,5,5,1,1,2,53,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q33|Q27|Q37|Q29","26.058395385742","-80.325202941895","-1",2,2
"R_295F2TOQy203cAu","Default Response Set","Anonymous","","","71.239.186.8","0",2017-05-08 12:52:09,2017-05-08 12:55:14,1,"82713239",1,1,NA,1,"Chris",1,4.947,4.947,110.719,1,"I would probably be thinking about when the next time I could eat. I would probably feel frustrated and maybe a little angry. My body would feel sluggish, I might have pains in my stomach. I would probably act very irritable. I would try to get through whtever I was doing very quickly so I could go get something to eat. I would feel a little anxious and not be able to concentrate very well.",NA,NA,NA,NA,NA,"",1,3,4,4,4,3,1,1,45,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q37|Q27|Q29|Q33","42.373794555664","-87.944000244141","-1",2,2
"R_2D1eKG682PSWiGH","Default Response Set","Anonymous","","","172.75.146.181","0",2017-05-08 12:53:18,2017-05-08 12:55:34,1,"81431196",1,1,NA,1,"Zack",NA,NA,NA,NA,NA,"",1,4.406,67.105,67.681,2,"I am feeling very slow and a bit tired. I feel satisfied. I feel lazy. There is little that I desire. My work ethic is very low. My determination is at a very low level.",1,7,3,6,7,6,1,1,23,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q27|Q37|Q29|Q33","34.119201660156","-80.862998962402","-1",1,2
"R_2V8ix5z1Wbfij1N","Default Response Set","Anonymous","","","32.213.48.207","0",2017-05-08 12:53:02,2017-05-08 12:56:24,1,"88659177",1,1,1,NA,"Amanda",1,1.899,1.899,147.449,1,"When I am hungry I think about food a lot.  I think about what I should eat and how long it will take it prepare or order it.  I usually feel tired and frustrated when i am extremely hungry and it usually puts me in a bad mood.",NA,NA,NA,NA,NA,"",1,6,5,5,5,8,1,1,31,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q27|Q33|Q29|Q37","41.230499267578","-73.125701904297","-1",2,1
"R_3rGIErqPseI4aCw","Default Response Set","Anonymous","","","76.14.166.242","0",2017-05-08 12:54:16,2017-05-08 12:57:06,1,"86065653",1,1,1,NA,"Clark",1,8.345,80.513,101.881,14,"I would be thinking about food non stop. My stomach would be growling and I would feel slightly nauseous. I would be frantic and try to get food as quickly as I could.",NA,NA,NA,NA,NA,"",1,7,7,6,3,8,1,2,25,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q33|Q27|Q29|Q37","38.692993164062","-121.68119812012","-1",2,1
"R_2YmFXo113rOP9H7","Default Response Set","Anonymous","","","70.122.201.27","0",2017-05-08 12:53:15,2017-05-08 12:57:07,1,"80988544",1,1,NA,1,"Kimberly",1,6.572,6.572,61.964,1,"My stomach would ache. I'd be very cranky and sluggish. I wouldn't want to talk to anyone until I was able to get food. I'd probably seek out as much food as possible to fill my stomach.",NA,NA,NA,NA,NA,"",1,1,3,7,1,2,1,2,26,1,1,NA,NA,NA,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q37|Q33|Q29","32.958801269531","-96.981201171875","-1",2,2
"R_1dt1jayEtBRoheB","Default Response Set","Anonymous","","","131.252.246.115","0",2017-05-08 12:55:22,2017-05-08 12:57:14,1,"86772316",1,1,NA,1,"Jordan",NA,NA,NA,NA,NA,"",1,1.684,8.348,63.356,2,"When I am very full I can feel myself physically bloating. I feel nauseous and disgusting. I feel like regretful and remorseful that I had eaten so much. I feel as though I should work on my eating habits and try and work out more to make up for eating somuch and so poorly.",1,6,7,3,3,3,1,1,27,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q33|Q29|Q37|Q27","45.523406982422","-122.6762008667","-1",1,2
"R_XjPDespqtIBwWm5","Default Response Set","Anonymous","","","68.227.247.172","0",2017-05-08 12:55:19,2017-05-08 12:57:33,1,"86501956",1,1,NA,1,"BC",1,8.126,9.848,88.701,2,"I would be willing to eat almost anything. I would concentrate completely on eating.",NA,NA,NA,NA,NA,"",1,7,6,8,7,3,1,2,68,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q33|Q27|Q37|Q29","33.507598876953","-112.05829620361","-1",2,2
"R_1F3rpbfdlirHcQH","Default Response Set","Anonymous","","","99.111.60.205","0",2017-05-08 12:55:56,2017-05-08 12:58:05,1,"83031501",1,1,1,NA,"Ashley",1,5.144,5.144,62.03,1,"My stomach would be growling. I'm feeling pain in my stomach. I couldn't stop thinking about being hungry. I can't focus my mind on anything besides being hungry.",NA,NA,NA,NA,NA,"",1,3,4,5,3,4,1,1,33,1,NA,1,NA,NA,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q29|Q33|Q37|Q27","42.285293579102","-87.870002746582","-1",2,1
"R_2YQC9L2Cv5Z0EBk","Default Response Set","Anonymous","","","63.241.40.124","0",2017-05-08 12:55:12,2017-05-08 12:58:30,1,"88188763",1,1,1,NA,"David",NA,NA,NA,NA,NA,"",1,4.167,34.498,104.47,2,"Sometimes whenever I eat a very big meal I can feel a little uncomfortable. I think about how much I have eaten.",1,6,6,6,5,7,1,1,39,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q33|Q37|Q29|Q27","30.450698852539","-91.154602050781","-1",1,1
"R_2ciKb1gaMzFGEgN","Default Response Set","Anonymous","","","68.227.247.172","0",2017-05-08 12:53:54,2017-05-08 12:58:31,1,"87161903",1,1,1,NA,"RC",NA,NA,NA,NA,NA,"",1,1.308,30.875,212.968,3,"I would feel it in my stomach. I would be satisfied.",1,6,6,6,4,6,1,1,34,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q33|Q37|Q27|Q29","33.507598876953","-112.05829620361","-1",1,1
"R_1K3ewEqcdaPB6Y2","Default Response Set","Anonymous","","","67.8.123.80","0",2017-05-08 12:56:05,2017-05-08 12:58:36,1,"80311032",1,1,1,NA,"Jason",NA,NA,NA,NA,NA,"",1,14.423,14.423,81.464,1,"To be full I would feel somewhat sluggish, heavy, and satisfied. I wouldn't be thinking about food at all anymore and I would just be relaxed.",1,9,9,8,7,7,1,1,32,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q37|Q33|Q29|Q27","28.800598144531","-81.273101806641","-1",1,1
"R_2tsTxfOiISFBaE9","Default Response Set","Anonymous","","","24.127.11.201","0",2017-05-08 12:54:41,2017-05-08 12:59:49,1,"80116725",1,1,NA,1,"Mike",NA,NA,NA,NA,NA,"",1,1.306,46.632,63.906,7,"I would be very tired and want to take a long nap.  It's a little chilly and want to be cozy in the bed.",1,6,4,6,5,4,1,2,46,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q37|Q29|Q33|Q27","42.514404296875","-83.015899658203","-1",1,2
"R_2TpLDiOGBpBkhXz","Default Response Set","Anonymous","","","47.187.99.248","0",2017-05-08 12:57:56,2017-05-08 13:00:03,1,"87031845",1,1,1,NA,"hyuu",1,0,0,72.423,0,"I'd get a headache; I always seem to. My stomach would hurt just from needing nutrients. I often feel as if it's going to digest itself if I'm truly starving.",NA,NA,NA,NA,NA,"",1,5,5,5,3,8,1,1,35,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q27|Q37|Q33|Q29","32.958801269531","-96.981201171875","-1",2,1
"R_2zIuYAtzvetFrEH","Default Response Set","Anonymous","","","97.103.19.17","0",2017-05-08 12:58:42,2017-05-08 13:00:39,1,"84189792",1,1,NA,1,"Ryan",1,1.625,1.625,71.526,1,"If I was very hungry, I would be thinking about how longer it would be until I would get to eat again. My body would feel weak, my stomach would feel like it is caving in within itself. I wouldn't be able to walk very well because the hunger pains would b eating me up from the inside, I would be very cranky because I am in pain, and I am very hungry. I probably wouldn't be the best person to be around until I could get some food.",NA,NA,NA,NA,NA,"",1,1,1,1,9,1,1,2,21,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q33|Q29|Q37|Q27","28.910995483398","-81.185501098633","-1",2,2
"R_2e2wvOh5v4BdMWC","Default Response Set","Anonymous","","","98.156.69.35","0",2017-05-08 12:57:04,2017-05-08 13:00:39,1,"81627060",1,1,NA,1,"anthony",NA,NA,NA,NA,NA,"",1,1.588,1.588,119.342,1,"i would hope i would pack on a few pounds after stuffing myself. i would feel bloated and tired. i have an overactive metabolism so i would be hopeful and happy",1,6,4,8,3,3,1,2,36,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q27|Q29|Q33|Q37","39.018402099609","-94.708999633789","-1",1,2
"R_1lg8YwYimAMnnWj","Default Response Set","Anonymous","","","76.126.230.196","0",2017-05-08 12:58:49,2017-05-08 13:01:20,1,"84967647",1,1,NA,1,"Syd",NA,NA,NA,NA,NA,"",1,5.621,5.621,79.62,1,"So full I cannot move. My stomach feels like I'm carrying a hot bowling ball around. It hurts to move, it's uncomfortable to breathe. My ribs feel stretched. Thinking why did I eat this much? I'm so grumpy now and frustrated. I knew this would happen and  kept going anyway.",1,4,6,7,5,3,1,2,41,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q27|Q29|Q37|Q33","37.779907226562","-121.97799682617","-1",1,2
"R_27JWICbXX0BgOjE","Default Response Set","Anonymous","","","71.45.159.187","0",2017-05-08 12:59:03,2017-05-08 13:01:42,1,"87379781",1,1,1,NA,"Kenny",1,1.685,43.35,67.826,3,"All I would be able to think about would be obsessive until I got something to eat. I would drive to a fast food joint or grocery store if I felt hungry.",NA,NA,NA,NA,NA,"",1,5,8,5,7,9,1,1,37,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q29|Q33|Q37|Q27","33.649505615234","-86.708801269531","-1",2,1
"R_33m9170R6kq1G7U","Default Response Set","Anonymous","","","68.118.139.157","0",2017-05-08 12:58:28,2017-05-08 13:01:47,1,"80980170",1,1,1,NA,"brook",1,1.887,1.887,61.824,1,"I would feel kinda of frustrated from being hungry.  My body will feel a little weak from not eating.  I would be a littler shorter with people than I normally am",NA,NA,NA,NA,NA,"",1,4,7,5,2,7,1,1,34,1,NA,NA,1,NA,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q33|Q27|Q37|Q29","33.998901367188","-117.44079589844","-1",2,1
"R_3mazileIGq5U7zQ","Default Response Set","Anonymous","","","69.116.148.155","0",2017-05-08 12:58:52,2017-05-08 13:01:51,1,"85868665",1,1,1,NA,"jake",1,0.86,29.478,82.808,6,"It would feel like I want to eat three bowls of lobster.",NA,NA,NA,NA,NA,"",1,5,7,9,7,7,1,1,27,1,1,NA,NA,NA,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q27|Q29|Q37|Q33","40.639099121094","-73.898597717285","-1",2,1
"R_xnr1Uq3GXkJU1RD","Default Response Set","Anonymous","","","68.231.244.17","0",2017-05-08 12:58:30,2017-05-08 13:01:56,1,"85354856",1,1,1,NA,"Kimmy",1,0.806,52.84,70.951,2,"My body feels uncomfortable. I want some food and it is frustrating because most of the time when I am hungry I am already too hungry before I have a chance to get food.  My head starts to hurt and I am dizzy as well as light headed.",NA,NA,NA,NA,NA,"",1,5,5,5,6,7,1,2,23,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q27|Q29|Q33|Q37","36.85710144043","-75.989501953125","-1",2,1
"R_24ACM1h0N44q9I1","Default Response Set","Anonymous","","","69.125.244.115","0",2017-05-08 12:54:59,2017-05-08 13:02:28,1,"81462901",1,1,NA,1,"karen",1,302.017,302.017,330.43,1,"I would not be able to focus and would be very distracted.  My stomach would feel very heavy and slightly painful.",NA,NA,NA,NA,NA,"",1,3,3,2,7,4,1,2,29,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q29|Q33|Q37","40.919403076172","-73.860702514648","-1",2,2
"R_2OGOIXpOVP2xcjO","Default Response Set","Anonymous","","","72.174.79.211","0",2017-05-08 12:58:51,2017-05-08 13:02:34,1,"87046223",1,1,NA,1,"Jesse",NA,NA,NA,NA,NA,"",1,4.555,4.555,169.557,1,"I would be uncomfortable. I would feel like I need to lay down. I might be very cold and shaky. I would regret eating so much.",1,5,5,4,6,2,1,2,31,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q29|Q27|Q37|Q33","48.198699951172","-114.38569641113","-1",1,2
"R_2tEep7IeRGWKksV","Default Response Set","Anonymous","","","138.229.236.190","0",2017-05-08 13:01:04,2017-05-08 13:03:23,1,"81088201",1,1,1,NA,"Danielle",NA,NA,NA,NA,NA,"",1,3.722,42.496,62.087,3,"I would be very uncomfortable. I wouldn't want to move. My stomach would feel bloated. I would be disappointed in myself for eating so much.",1,4,5,5,7,4,1,2,28,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q27|Q33|Q37|Q29","34.17529296875","-118.34719848633","-1",1,1
"R_1pQnumPBFAPK9wN","Default Response Set","Anonymous","","","40.139.94.147","0",2017-05-08 13:00:27,2017-05-08 13:03:24,1,"80585339",1,1,NA,1,"Kim",NA,NA,NA,NA,NA,"",1,4.26,4.26,62.192,1,"It is an uncomfortable feeling. I do not like it. I would want to lay down until the feeling is past. It would not put me in a good frame of mind. I would have thoughts that I should not have done this.",1,5,5,5,6,2,1,1,36,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q33|Q37|Q29|Q27","42.560195922852","-85.858596801758","-1",1,2
"R_BKidMiEcojgdWtH","Default Response Set","Anonymous","","","104.174.223.0","0",2017-05-08 12:56:43,2017-05-08 13:03:33,1,"84089993",1,1,1,NA,"David",1,1.99,36.269,71.468,3,"Iw ould feel lethargic. I would feel weak. I would think about food. I would stop moving and rest.",NA,NA,NA,NA,NA,"",1,8,8,5,8,8,1,1,27,1,NA,1,NA,NA,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q29|Q33|Q37|Q27","34.078994750977","-117.84939575195","-1",2,1
"R_ufSFxv8lUGsPr21","Default Response Set","Anonymous","","","67.164.179.247","0",2017-05-08 12:56:25,2017-05-08 13:04:08,1,"84805020",1,1,1,NA,"Nick",1,14.132,14.132,95.306,1,"If I were very hungry I would feel tired. I would also feel hunger pains and my stomach would feel very empty and uncomfortable. I would probably feel like laying down to rest.",NA,NA,NA,NA,NA,"",1,5,6,6,8,8,1,1,33,1,NA,NA,1,NA,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q27|Q29|Q37|Q33","39.731994628906","-104.98390197754","-1",2,1
"R_6SfFlcFmYgA6dkR","Default Response Set","Anonymous","","","23.127.61.249","0",2017-05-08 13:01:33,2017-05-08 13:05:23,1,"88800492",1,1,NA,1,"Tevia",1,11.685,11.685,139.178,1,"My stomach would be growling. If anyone mentioned any kind of food at all my mouth would begin to water. When I get the chance to eat I would devour the food in less than 5 minutes.",NA,NA,NA,NA,NA,"",1,5,5,5,5,3,1,2,23,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q33|Q29|Q27|Q37","30.627807617188","-88.152603149414","-1",2,2
"R_1FLH0b5cr2whzdF","Default Response Set","Anonymous","","","71.54.101.152","0",2017-05-08 13:02:33,2017-05-08 13:05:23,1,"82209518",1,1,1,NA,"Mark",NA,NA,NA,NA,NA,"",1,17.945,17.945,64.421,1,"I am stuffed.  My stomach is bloated and I ate too much.  My belly hurts and my pants are too tight.  I don't want to move or do anything.  I do not feel well.",1,3,1,7,8,7,1,2,46,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q33|Q37|Q27|Q29","31.053604125977","-97.642097473145","-1",1,1
"R_1NkzEouzVfgjLvA","Default Response Set","Anonymous","","","66.214.232.18","0",2017-05-08 13:03:07,2017-05-08 13:05:57,1,"86913142",1,1,NA,1,"luna",1,0.935,4.669,81.822,2,"I'd be vividly imagining my meal such as a burger dripping with cheese and jalapenos. Thinking of the cold iced coke with water dripping on the sides. The warm fries as well. IT would be great.",NA,NA,NA,NA,NA,"",1,3,3,3,4,1,1,1,30,1,NA,NA,1,NA,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q29|Q33|Q37|Q27","33.78239440918","-118.14440155029","-1",2,2
"R_2RP4n9IY4awSRhZ","Default Response Set","Anonymous","","","98.5.61.211","0",2017-05-08 13:04:27,2017-05-08 13:06:50,1,"85470370",1,1,NA,1,"Pearl",1,1.263,20.781,68.682,2,"If I'm very hungry, I'm thinking about my next meal. I may also be thinking of meals I've had in the past. My stomach would churn, my mouth would be dry, and I'd likely have a headache. I would act in an irritable manner.",NA,NA,NA,NA,NA,"",1,4,6,5,5,2,1,2,36,1,1,NA,NA,NA,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q29|Q37|Q27|Q33","42.935592651367","-78.806602478027","-1",2,2
"R_1GVb436LtLusSzK","Default Response Set","Anonymous","","","70.44.240.36","0",2017-05-08 13:04:58,2017-05-08 13:07:38,1,"87462574",1,1,1,NA,"brian",1,1.602,1.602,64.142,1,"hunger is hunger. a need to eat. feel week and tired and craving something. that is what it feels like be hungry. stomach pains maybe some gas or acid reflux.",NA,NA,NA,NA,NA,"",1,5,5,5,7,9,1,1,49,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q33|Q37|Q27|Q29","41.177307128906","-74.468803405762","-1",2,1
"R_2c7ocMnH4DJjiMA","Default Response Set","Anonymous","","","50.78.130.41","0",2017-05-08 13:06:29,2017-05-08 13:08:15,1,"83499994",1,1,1,NA,"Lauren",NA,NA,NA,NA,NA,"",1,3.792,65.16,65.68,12,"I would feel like all I want to do is sit and be lazy. I would make sure I was wearing loose fitting pants to be most comfortable. My body would feel crappy but the feeling would subside after not too long.",1,3,3,4,7,8,1,2,29,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q44|Q70","Q25|Q29|Q37|Q33|Q27","39.890197753906","-75.327301025391","-1",1,1
"R_2c5EwjLcu4epT2W","Default Response Set","Anonymous","","","173.174.143.7","0",2017-05-08 13:05:52,2017-05-08 13:08:35,1,"80364196",1,1,NA,1,"Andy",NA,NA,NA,NA,NA,"",1,2.981,4.717,74.718,2,"When I'm full, I'm usually a weird combo of miserable and incredibly happy. I just want to go lay down and let everything digest while I zone out. It's hard to think about anything other than being full when it's taking place.",1,7,6,5,9,7,1,1,35,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q33|Q37|Q29|Q27","29.542297363281","-98.296401977539","-1",1,2
"R_2y7xjzAxAw54POX","Default Response Set","Anonymous","","","68.105.239.33","0",2017-05-08 12:57:17,2017-05-08 13:08:58,1,"88728567",1,1,NA,1,"dee",1,0.909,63.852,64.105,2,"if i were hungry it would be like having an empty stomach and it's growling or making noise to signal that feeling of hunger",NA,NA,NA,NA,NA,"",1,7,6,5,5,5,1,2,24,1,1,NA,NA,1,NA,NA,1,"hungry","Q43|Q45|Q70","Q25|Q27|Q33|Q37|Q29","37.062698364258","-76.405197143555","-1",2,2
"R_2RV54QTJCcEWC8j","Default Response Set","Anonymous","","","69.166.72.210","0",2017-05-08 13:05:41,2017-05-08 13:10:00,1,"87011006",1,1,1,NA,"rachel",1,7.066,56.996,101.934,3,"I would be thinking about what food I had in the house for sure if I was hungry. I would feel like my stomach was empty and that I need to eat something. I would be thinking a lot about food and not be able to concentrate on much else.",NA,NA,NA,NA,NA,"",1,7,4,6,7,6,1,2,35,1,NA,NA,1,NA,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q37|Q27|Q29|Q33","29.908203125","-98.437202453613","-1",2,1
"R_33766M7vNt1Uj7b","Default Response Set","Anonymous","","","66.176.9.184","0",2017-05-08 13:05:19,2017-05-08 13:10:54,1,"81878541",1,1,NA,1,"Michael",NA,NA,NA,NA,NA,"",1,0.923,0.923,136.694,1,"I would feel relaxed and like I was stuffed extra heavily. I think I'd possibly feel a little uncomfortable at the same time though. I would feel like I was hunger-satiated for a while, and food would not appear to be a craving for a small bit. I would fel as though my mind-stomach connection would be ""full"" too.",1,1,7,3,5,8,1,1,25,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q33|Q27|Q37|Q29","25.865798950195","-80.301803588867","-1",1,2
