"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q39","Q41","hungry","full","Q55","Q57","Q59","Q61","Q63","Q65","Q67","Q69","Q71","Q73","Q75","Q77","Q79","Q81","Q83","Q85","Q87","Q89","Q91","Q93","Q95","Q97","Q2","Q3","Q4","Q6","Q50","DO_BR_FL_41","DO_BL_prediction","DO_BL_now","DO_BL_general","LocationLatitude","LocationLongitude","LocationAccuracy","condition","choice_now","choice_general"
"R_3kLiXewOFrkVOEg","Default Response Set","Anonymous","","","73.230.123.122","0",2017-09-05 12:25:51,2017-09-05 12:27:34,0,"939959",1,1,1,NA,1,9,9,9,9,9,5,5,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"now|general","Q41|hungry","Q55|Q61|Q65|Q57|Q69|Q59|Q75|Q71|Q67|Q63|Q73","Q77|Q97|Q81|Q85|Q91|Q95|Q87|Q79|Q83|Q93|Q89","","","-1",1,9,NA
"R_3fdas5Cz76Um9Tq","Default Response Set","Anonymous","","","104.231.153.199","0",2017-09-06 12:33:49,2017-09-06 12:34:07,0,"953747",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q41|full","","","","","-1",2,NA,NA
"R_3ozu3GeHrT4xUmk","Default Response Set","Anonymous","","","72.225.135.208","0",2017-09-06 12:34:53,2017-09-06 12:36:51,0,"972042",1,1,NA,1,1,3,3,3,4,4,4,7,3,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"now|general","Q41|full","Q55|Q59|Q63|Q73|Q71|Q57|Q75|Q69|Q61|Q65|Q67","Q77|Q85|Q81|Q83|Q91|Q95|Q87|Q89|Q97|Q79|Q93","","","-1",2,3.4,NA
"R_1dhJll33VgFOSJw","Default Response Set","Anonymous","","","108.237.50.190","0",2017-09-05 12:59:04,2017-09-05 13:00:34,0,"955280",1,1,NA,1,1,5,5,4,6,6,8,6,3,1,8,1,7,4,4,8,2,3,6,5,8,8,1,1,27,1,NA,"now|general","Q41|full","Q55|Q57|Q69|Q63|Q71|Q75|Q73|Q61|Q59|Q67|Q65","Q77|Q89|Q85|Q87|Q91|Q93|Q81|Q83|Q79|Q97|Q95","","","-1",2,5.2,5
"R_1i3QqmQ3FUk4tz1","Default Response Set","Anonymous","","","71.206.239.18","0",2017-09-06 12:45:48,2017-09-06 12:57:29,0,"791755",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,3,9,9,9,5,1,3,6,5,NA,NA,NA,NA,NA,"general|now","Q41|full","Q55|Q73|Q65|Q59|Q61|Q75|Q69|Q63|Q67|Q57|Q71","Q77|Q97|Q89|Q95|Q79|Q87|Q81|Q93|Q91|Q85|Q83","","","-1",2,NA,7.6
"R_3NLkK2JgefeNRqX","Default Response Set","Anonymous","","","72.71.218.7","0",2017-09-05 12:30:18,2017-09-05 13:13:55,0,"880834",1,1,1,NA,1,7,7,7,7,7,5,5,5,5,5,1,7,7,7,7,7,5,5,5,5,5,1,1,56,1,NA,"general|now","Q41|hungry","Q55|Q73|Q71|Q67|Q65|Q59|Q63|Q69|Q61|Q57|Q75","Q77|Q83|Q89|Q95|Q93|Q81|Q91|Q97|Q87|Q85|Q79","","","-1",1,7,7
"R_WqcK4sHj1riBrvb","Default Response Set","Anonymous","","","67.248.219.167","0",2017-09-05 14:51:13,2017-09-05 14:59:01,0,"990013",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"now|general","Q41|hungry","Q55|Q75|Q57|Q73|Q61|Q71|Q67|Q65|Q69|Q59|Q63","","","","-1",1,NA,NA
"R_1mxsBRO7lq54DHp","Default Response Set","Anonymous","","","50.38.107.17","0",2017-09-05 15:59:05,2017-09-05 16:02:13,0,"969987",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"general|now","Q41|hungry","","Q77|Q97|Q81|Q79|Q91|Q85|Q89|Q87|Q93|Q83|Q95","","","-1",1,NA,NA
"R_2co7fWC6wAGqUO7","Default Response Set","Anonymous","","","172.58.201.59","0",2017-09-05 12:27:16,2017-09-05 12:29:36,0,"842882",1,1,1,NA,1,7,9,7,9,8,3,5,5,5,6,1,5,5,5,5,5,5,5,5,5,5,1,2,28,1,NA,"now|general","Q41|hungry","Q55|Q61|Q65|Q59|Q71|Q73|Q69|Q67|Q75|Q57|Q63","Q77|Q95|Q97|Q89|Q85|Q81|Q87|Q79|Q93|Q83|Q91","","","-1",1,8,5
"R_1gHZCMgWCj4d5AZ","Default Response Set","Anonymous","","","165.155.212.20","0",2017-09-05 12:30:54,2017-09-05 12:32:12,0,"994384",1,1,NA,1,1,5,4,7,6,6,6,5,6,3,4,1,3,5,5,4,4,4,4,5,5,4,1,1,40,1,NA,"now|general","Q41|full","Q55|Q69|Q71|Q63|Q67|Q57|Q61|Q65|Q73|Q59|Q75","Q77|Q91|Q81|Q85|Q83|Q87|Q95|Q89|Q79|Q97|Q93","","","-1",2,5.6,4.2
"R_vSjC06BDTbQaWzv","Default Response Set","Anonymous","","","72.186.228.0","0",2017-09-05 12:28:23,2017-09-05 12:30:12,0,"810625",1,1,1,NA,1,6,9,7,6,4,3,4,4,6,6,1,6,4,4,2,8,6,7,6,6,7,1,2,41,1,NA,"general|now","Q41|hungry","Q55|Q57|Q75|Q59|Q73|Q61|Q65|Q63|Q71|Q67|Q69","Q77|Q85|Q87|Q95|Q93|Q97|Q89|Q91|Q83|Q79|Q81","","","-1",1,6.4,4.8
"R_1q57o1c8Q6m2Qij","Default Response Set","Anonymous","","","68.49.97.229","0",2017-09-05 12:26:04,2017-09-05 12:26:33,0,"977004",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"now|general","Q41|full","Q55|Q59|Q57|Q63|Q69|Q73|Q67|Q75|Q71|Q65|Q61","","","","-1",2,NA,NA
"R_23dCxuTzC8Sr2us","Default Response Set","Anonymous","","","73.193.97.218","0",2017-09-05 12:26:44,2017-09-05 12:29:54,0,"863671",1,1,NA,1,1,3,2,1,1,1,5,4,5,5,7,1,4,4,4,4,5,5,4,4,5,7,1,1,24,1,NA,"now|general","Q41|full","Q55|Q63|Q71|Q75|Q61|Q69|Q65|Q73|Q59|Q67|Q57","Q77|Q95|Q87|Q83|Q97|Q79|Q81|Q85|Q93|Q91|Q89","","","-1",2,1.6,4.2
"R_RrkEC5tNnTb9Ekh","Default Response Set","Anonymous","","","47.190.47.120","0",2017-09-05 12:28:27,2017-09-05 12:30:18,0,"853050",1,1,NA,1,1,9,9,8,9,5,8,3,1,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"now|general","Q41|full","Q55|Q71|Q57|Q65|Q75|Q69|Q67|Q73|Q61|Q59|Q63","Q77|Q81|Q83|Q87|Q89|Q95|Q93|Q85|Q79|Q91|Q97","","","-1",2,8,NA
"R_ZCRNjmojG2RWxY5","Default Response Set","Anonymous","","","24.183.71.119","0",2017-09-05 12:27:48,2017-09-05 12:29:51,0,"998479",1,1,NA,1,1,7,7,2,8,2,7,8,3,7,8,1,7,8,2,7,2,8,3,7,3,3,1,2,43,1,NA,"now|general","Q41|full","Q55|Q59|Q67|Q69|Q71|Q65|Q63|Q61|Q73|Q57|Q75","Q77|Q87|Q81|Q89|Q97|Q85|Q93|Q91|Q79|Q83|Q95","","","-1",2,5.2,5.2
"R_3JgQjIm9iZN3cad","Default Response Set","Anonymous","","","23.28.138.155","0",2017-09-05 12:27:48,2017-09-05 13:24:47,0,"863794",1,1,1,NA,1,7,6,7,7,6,4,5,3,3,4,1,7,6,3,6,6,4,3,5,4,8,1,2,43,1,NA,"now|general","Q41|hungry","Q55|Q71|Q59|Q63|Q65|Q67|Q57|Q61|Q73|Q75|Q69","Q77|Q93|Q85|Q81|Q79|Q95|Q87|Q83|Q89|Q97|Q91","","","-1",1,6.6,5.6
"R_1FEAj7dBzx95dAG","Default Response Set","Anonymous","","","73.174.30.96","0",2017-09-05 12:29:17,2017-09-05 12:32:07,0,"852733",1,1,NA,1,1,1,1,1,1,1,3,5,6,4,6,1,1,1,1,1,1,7,3,6,4,7,1,2,43,1,NA,"general|now","Q41|full","Q55|Q63|Q61|Q69|Q73|Q59|Q75|Q65|Q57|Q67|Q71","Q77|Q89|Q97|Q87|Q81|Q79|Q83|Q93|Q91|Q95|Q85","","","-1",2,1,1
"R_2R50qGxkfI4X55M","Default Response Set","Anonymous","","","108.89.172.13","0",2017-09-05 12:34:23,2017-09-05 12:37:59,0,"976014",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,9,8,8,5,3,5,4,3,NA,NA,NA,NA,NA,"general|now","Q41|hungry","Q55|Q75|Q65|Q57|Q63|Q67|Q59|Q69|Q73|Q61|Q71","Q77|Q79|Q85|Q91|Q95|Q89|Q83|Q87|Q97|Q81|Q93","","","-1",1,NA,8
"R_dj0bJGo59TFKI6J","Default Response Set","Anonymous","","","69.181.182.105","0",2017-09-06 12:36:36,2017-09-06 12:39:03,0,"875639",1,1,NA,1,1,7,4,4,3,7,6,6,6,6,5,1,8,3,2,3,5,7,7,7,6,6,1,2,33,1,NA,"now|general","Q41|full","Q55|Q75|Q71|Q69|Q67|Q61|Q63|Q73|Q57|Q65|Q59","Q77|Q83|Q79|Q97|Q89|Q87|Q95|Q85|Q93|Q81|Q91","","","-1",2,5,4.2
