"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Q42","Q43","Q13","Q86","Q129_1","Q129_2","Q129_3","Q129_4","NP_H_1","NP_C_2","Q40","Q41","Q49","Q71","Q56","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","Q38","Q42.0","Q44","Q46","Q48","Q50","Q2","Q3","Q4","Q79","Q6","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q36","Q38.0","Q35","LocationLatitude","LocationLongitude","LocationAccuracy","A4_rev","A6_rev","A10_rev","warm_pref","condition","single_pix"
"R_9KnphEZfF2rcbu5","Default Response Set","Anonymous","","","128.135.213.47","0",2015-02-06 14:16:10,2015-02-06 14:22:02,1,100,"30",1,1,8.493,9.4,30.01,2,NA,NA,1,NA,7,"It would be extremely hot, and probably very uncomfortable. The heat would be intense my face and body by standing next to it, and the noxious smoke from the lava would burn my lungs.",1,8,8,2,2,2,2,8,2,8,2,1,5,4,6,7,4,1,1,19,68,1,NA,NA,NA,1,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",8,8,8,5.6,1,2
"R_cD52ZQyiMLQsqCF","Default Response Set","Anonymous","","","128.135.213.79","0",2015-02-06 14:21:02,2015-02-06 14:27:29,1,102,"30",1,1,0,0,29.989,0,NA,NA,NA,1,6,"I found an island of ice to stand on, and then became accustomed to the frigid air. The water looked thick and blue, the sky was clear, and the world around me was generally very quiet - no sign of life could be detected besides myself.",1,1,6,7,3,3,3,9,8,6,1,1,5,2,2,7,5,1,1,20,68,1,NA,NA,NA,1,NA,NA,2,NA,1,"41.780395507812","-87.602699279785","-1",7,7,9,7.6,2,4
"R_cXXOSyyq9oshg2h","Default Response Set","Anonymous","","","128.135.213.62","0",2015-02-06 15:51:03,2015-02-06 16:29:02,1,103,"32",1,1,0,0,30.005,0,1,NA,NA,NA,6,"I imagined it would be hot and barren. I would feel hardened and alone and walk slowly, tiptoeing as to not burn the soles of my feet. It seemed endless and hopeless.",1,9,2,2,5,3,3,1,1,1,3,1,5,9,3,4,6,1,2,23,68,1,1,NA,NA,NA,NA,1,2,NA,1,"41.780395507812","-87.602699279785","-1",5,7,7,4.4,1,1
"R_6sPWNaeCVqcjQCp","Default Response Set","Anonymous","","","128.135.213.62","0",2015-02-06 16:29:08,2015-02-06 16:33:50,1,104,"33",1,1,0,0,30.001,0,NA,NA,1,NA,7,"It is hot and I keep sweating. I could fall in easily if I fell or leaned too forward. There is not much room to back up so I do not fall down. Looking up, I imagine I am in a volcano, so there is an opening on the top. However, there is no way for me to limb out of the volcano because there is nothing to step on and because I could easily fall in the lava.",1,7,3,4,7,7,3,7,3,4,4,1,5,7,5,7,3,1,2,18,70,1,NA,1,NA,NA,NA,NA,2,NA,1,"41.780395507812","-87.602699279785","-1",3,7,6,4.6,1,2
"R_5omUYL5roC90sTP","Default Response Set","Anonymous","","","128.135.213.62","0",2015-02-06 17:04:47,2015-02-06 17:19:00,1,105,"33",1,1,0,0,30.008,0,NA,1,NA,NA,8,"Perhaps it is due to the rather frigid Chicago temperatures, but I could imagine feeling a general sense of cold pervading my senses. I also imagined walking with great caution due to the rampant ice and hearing the crack of ice and snow beneath my boots.",1,9,9,1,1,9,1,1,9,1,2,1,9,6,1,2,8,1,1,20,NA,1,NA,1,NA,NA,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",9,9,8,7.2,2,3
"R_3xXPM9vjTiyI3Pv","Default Response Set","Anonymous","","","128.135.213.62","0",2015-02-06 17:19:03,2015-02-06 17:25:30,1,106,"30",1,1,0,0,30.001,0,NA,NA,1,NA,4,"If I were in the environment depicted, then I would be at awe very much so. There would be excitement simply because of the location, however there would also be a significant amount of fear and nervousness because of the dangers present in the environmen.",1,2,1,1,3,8,1,2,1,1,5,1,6,7,6,9,4,1,2,18,71,1,NA,NA,1,NA,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",7,9,5,4.6,1,2
"R_3POJX73oI0bDW7P","Default Response Set","Anonymous","","","128.135.213.62","0",2015-02-06 17:44:23,2015-02-06 17:48:31,1,107,"30",1,1,0,0,30.006,0,NA,NA,NA,1,6,"Cold. Quiet. Relaxed. Close to nature.",1,7,5,8,2,9,2,8,1,4,3,1,6,5,6,7,8,1,2,25,76,2,NA,1,NA,NA,NA,NA,2,NA,1,"41.780395507812","-87.602699279785","-1",8,8,7,6.4,2,4
"R_79Qp9SiNnyAcxk9","Default Response Set","Anonymous","","","128.135.213.47","0",2015-02-09 12:33:38,2015-02-09 12:38:01,1,108,"28",1,1,0,0,30.026,0,1,NA,NA,NA,8,"It would be dry, hot, and the sun would be beating down on my head. It would smell like dried grass and if I touched the ground it would crumble in my hands",1,1,9,3,1,9,2,9,8,5,1,1,5,7,8,6,4,1,2,18,75,1,NA,1,NA,NA,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",9,8,9,7.4,1,1
"R_b9jtvovKuxmSmVf","Default Response Set","Anonymous","","","128.135.213.72","0",2015-02-06 13:57:05,2015-02-09 12:42:33,1,93,"30",1,1,0,0,30.002,0,1,NA,NA,NA,3,"Smell - hot, dry, dusty. I keeled down next to the bones, and pebbles dug into my knees and the top of my feet. they were smooth. Walking over the land, the ground is hot and rough, but not wholly unpleasant, as it gives your feet something to hold onto ad the dust gets between your toes. The sun is to the left, it is near evening, but still very warm. i don't know why I''m going there, but I'm walking around, maybe with the goal of reaching the mountains maybe just to explore/pass time because I live nea here and this is the usual business. It' pleasant and peaceful even though it would be inhospitable to stay very long. I feel I could spend the evening there.",1,5,9,3,9,4,1,9,9,5,1,1,2,5,4,4,6,1,2,18,50,1,1,NA,NA,NA,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",1,9,9,6.2,1,1
"R_2ghQjqAkpMIUM5f","Default Response Set","Anonymous","","","128.135.213.55","0",2015-02-09 12:42:40,2015-02-09 12:46:21,1,109,"28",1,1,NA,NA,NA,NA,NA,1,NA,NA,7,"I imagine it would be a really fun and new experience for me, as I have never been in a situation like that before.",1,5,1,9,2,9,1,8,5,1,1,1,4,2,7,9,7,1,2,24,68,1,NA,NA,NA,1,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",8,9,9,8,2,3
"R_cNP44kbyR6SUnfD","Default Response Set","Anonymous","","","128.135.213.47","0",2015-02-09 13:03:15,2015-02-09 13:08:43,1,110,"28",1,1,0,0,30.003,0,NA,NA,NA,1,8,"I imagined being on a kayaking trip with my friend in Alaska. We were kayaking with her and found that spot. It felt very pleasant.",1,7,5,9,3,1,3,8,9,2,1,1,7,8,6,2,8,1,2,23,71,2,NA,NA,NA,NA,1,NA,2,NA,1,"41.780395507812","-87.602699279785","-1",7,7,9,8.2,2,4
"R_bPBU29l56cMh11b","Default Response Set","Anonymous","","","128.135.213.47","0",2015-02-09 13:34:30,2015-02-09 13:43:12,1,111,"29",1,1,0,0,30.006,0,NA,NA,1,NA,6,"I would be scared and nervous about falling in to the lava pit but at the same time awe-struck and in amazement. I wouldn't stand to close to the edge and I wouldn't lean over the rock pit too far for fear of falling in. It would be hot and I imagine if Iheld my hand over the edge to long, it would become uncomfortably hot.",1,2,9,7,3,2,1,9,8,4,1,1,7,6,8,5,5,1,1,22,72,1,NA,NA,NA,1,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",7,9,9,8,1,2
"R_9GiIYPHQitvEMNn","Default Response Set","Anonymous","","","128.135.213.55","0",2015-02-09 14:38:03,2015-02-09 14:42:59,1,112,"29",1,1,0,0,30.046,0,1,NA,NA,NA,6,"I am walking in the desert tired and alone. I am very thirsty, but there is no water for me to drink.",1,9,5,1,1,5,9,9,7,1,1,1,6,5,7,7,5,1,2,20,60,1,1,NA,NA,NA,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",9,1,9,5.4,1,1
"R_bHrNA3nohMvzvYF","Default Response Set","Anonymous","","","128.135.213.55","0",2015-02-09 14:47:04,2015-02-09 14:51:57,1,113,"29",1,1,0,0,30.004,0,NA,1,NA,NA,5,"The weather cold, wind blowing through the trees causing them to whistle and shed the snow of their branches. Apart from the wind, it would be silent.",1,1,5,8,7,7,5,5,5,3,6,1,5,3,3,4,7,1,1,20,68,1,NA,NA,NA,NA,1,NA,2,NA,1,"41.780395507812","-87.602699279785","-1",3,5,4,5,2,3
"R_6y4VFBSObkyjd1b","Default Response Set","Anonymous","","","128.135.213.55","0",2015-02-09 15:00:08,2015-02-09 15:05:59,1,114,"29",1,1,0,0,30.012,0,1,NA,NA,NA,6,"It seemed like a hot arid environment. I imaged being anxious thinking that there would be a sand storm coming. I could see the winds pick up in front of me as the sweat rolled off my cheeks.",1,9,2,2,5,5,1,9,1,2,2,1,7,6,4,6,7,1,1,18,74,1,NA,NA,1,NA,NA,NA,2,NA,1,"41.780395507812","-87.602699279785","-1",5,9,8,5,1,1
"R_9ty63zaKxr2aSIl","Default Response Set","Anonymous","","","128.135.213.55","0",2015-02-09 15:12:16,2015-02-09 15:16:20,1,115,"29",1,1,0,0,30.009,0,NA,NA,1,NA,8,"I would be sweating, which would make me very uncomfortable to begin with. I would have a lot of trepidation about falling into the lava pool, so I would be careful to stay as far away as possible and walk very carefully when I was near the perimeter. Oveall, I would feel a desire to escape the environment.",1,6,4,4,3,9,9,2,1,6,5,1,7,8,6,5,4,1,1,18,71,1,NA,NA,NA,1,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",7,1,5,3.6,1,2
"R_0HC3xQaDHTSklAp","Default Response Set","Anonymous","","","128.135.213.55","0",2015-02-09 15:17:23,2015-02-09 15:22:32,1,116,"29",1,1,0,0,30.015,0,NA,1,NA,NA,6,"cold, crisp/fresh air, peaceful, natural noises eg the river under the bridge, birds/animals",1,9,1,1,8,8,4,9,1,1,1,1,4,3,7,7,4,1,1,19,70,1,NA,NA,NA,NA,1,NA,1,1,1,"41.780395507812","-87.602699279785","-1",2,6,9,3.8,2,3
"R_eUI2YCbRPoHYFHD","Default Response Set","Anonymous","","","128.135.213.45","0",2015-02-09 15:19:15,2015-02-09 15:23:15,1,117,"29",1,1,0.04,0.04,30.01,1,NA,NA,NA,1,8,"It would be cold, but the cold wouldn't really bother me because the blue and white of the ice would be so beautiful, I'd be more focused on that then the physical feeling of coldness.",1,9,2,8,2,6,2,9,9,3,1,1,7,5,7,9,4,1,2,10,65,1,NA,1,NA,NA,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",8,8,9,8.4,2,4
"R_0ID2DWkxygRDPXn","Default Response Set","Anonymous","","","128.135.213.41","0",2015-02-09 15:21:23,2015-02-09 15:26:01,1,118,"29",1,1,0,0,30.01,0,NA,NA,NA,1,7,"I imagined myself in this scene in a very etheral way. Even though there's lots of ice in the environment I imagined myself in  a swimsuit under the tunnel kind of sinking in the water, and not feeling the cold but taking in the bright, white and blue colrs. There was no temperature correlation for me.",1,8,1,2,2,5,2,3,7,3,3,1,4,7,4,5,5,1,2,18,75,1,1,NA,NA,NA,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",8,8,7,6.4,2,4
"R_39FPZ7VVQUnM5Eh","Default Response Set","Anonymous","","","128.135.213.41","0",2015-02-09 15:28:17,2015-02-09 15:34:32,1,119,"29",1,1,14.746,16.246,30.009,3,NA,1,NA,NA,6,"In the environment exposed in the picture, I felt cold and heard the soft steps when I walked. The air was fresh and cold. I could also hear the water flowing down in the river.",1,1,2,9,2,9,1,9,9,2,1,1,2,8,2,7,3,1,1,24,55,2,NA,NA,1,NA,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",8,9,9,8.8,2,3
"R_6FQ2L48yiLXLIMt","Default Response Set","Anonymous","","","128.135.213.55","0",2015-02-09 15:40:32,2015-02-09 15:46:45,1,120,"29",1,1,0,0,30.005,0,NA,NA,1,NA,6,"I would be situated at the edge of a volcano that is on the verge of erupting. The heat emanating from the volcano would be searing and overwhelming, and the sounds of the molten lava would be ominous and threatening.",1,4,7,4,4,3,4,6,4,4,3,1,6,4,6,4,6,1,1,22,70,1,NA,NA,NA,1,NA,NA,1,1,1,"41.780395507812","-87.602699279785","-1",6,6,7,5.4,1,2
